meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.45181039006471935,-0.7843432516998987,-0.3814075017377506,-0.6911473270542362,-0.09311410708315648,0.3713726942858364,-0.19356748149752034,-0.5722643993320066,-0.23666809204206707,-0.4553562796587797,0.15128825320719907,-0.734165475884946,-0.14267157749423887,-0.4589522463190061,0.28632343623207734,-0.5439693843831804,-0.12747166462032347,-0.5439271806323267,0.35317922147571523,-0.5662601750026846,-0.45319119083078574,-0.49874373288353624,0.4551354014042678,-0.22086332484208038,-0.3062569348638332,-0.39453097613496424,0.09085640083524499,-0.11437809120371512,-0.17478155389474986,-0.7340129515203853,0.3797565220993885,-0.8268641669295973,0.06519170624616755,-0.8024776283083415,0.3379650185219246,-0.6444709551746692,blues
-0.7665319499553502,-0.7267590470453935,-0.5596809114925543,-0.46343309183892634,-0.20218005194375221,0.2949392764246932,-0.14553569089355256,-0.41469024737686355,-0.3338167215126331,0.0188360258585345,0.08655514753629001,-0.6093411345857647,0.2967213330476639,-0.22459693234118216,0.2615291137720649,-0.37931653282011835,0.2120967360118998,-0.2451810005531152,0.43671453671430616,-0.4814497951075183,-0.10910234067768487,0.8350143577599916,0.6629936989836858,-0.08243267381580588,-0.07496040729464859,0.31586115490882416,0.06734625181014436,0.10346007444193073,0.11225397137876603,-0.627408373387932,0.46618503858675764,-0.7718517931554869,0.27059561847544045,-0.4800382906578744,0.3898651111218326,-0.5794603774829424,blues
-0.545252847002937,-0.5566171132193195,-0.5007261949752073,-0.5206686983941696,0.12848155797060068,0.363542199739634,-0.3593058794041808,-0.7043730772569035,-0.4132411177422053,-0.48689596478588315,0.28162803289481775,-0.3195242088591037,-0.1693216321615285,-0.41821449175503733,0.12162775799543657,-0.5050163371447851,-0.37530033139719277,-0.3797729213322113,0.5089137046403506,-0.4558812778550092,-0.3868617646386494,-0.004410485210690762,0.23305897548146393,0.40180903332851203,-0.2852521213505572,-0.5585010207333747,-0.14182454567703914,-0.16633821726681308,-0.3542155059914145,-0.6812662390367775,0.18010739050913754,-0.7520629391820458,-0.09446729325607184,-0.6474500053963638,-0.1750902614553906,-0.5633522091270641,blues
-0.9367905508041576,-0.9201295279580526,-0.8729668060044673,-0.7439290327315204,-0.05476765707772424,0.05971047817226682,-0.6443470455579895,-0.5960139399483726,-0.7726588209046795,-0.5509064608097655,0.4902707986782433,-0.5825676022934501,0.19911240383121626,-0.4735594222433711,0.011327813831757183,-0.6807603276429852,0.25587179215858646,-0.48520354257340903,0.07884621578056747,-0.5118251036067731,0.24376396880701565,-0.48456625977641576,0.24849075228942236,-0.412099828138182,0.36286206917734026,-0.5130877402980084,-0.03096602547652233,-0.7474648688325006,0.29304423241184957,-0.7940577931159132,0.10499181931143958,-0.926053546039352,0.20296018282125036,-0.8475044931617297,-0.09463377409805641,-0.74554898028897,blues
-0.11851081262716034,-0.400993145879738,-0.2361124585942993,-0.24381434357828113,0.20928562614870394,0.29089954531314444,-0.3172662347527013,-0.5320990080224118,-0.19814577252248056,-0.129946252447523,0.06767227924672281,0.0503650683375374,-0.2860250294235362,-0.5365354940954697,-0.011880297934348583,-0.32784617677339534,-0.8220264209460771,-0.3513856427110188,0.2291638813277127,-0.18488662521706178,-0.7365956424925425,-0.05649806936406532,0.024575006326610922,0.2959246924880812,-0.45635265878030573,-0.06041681196059012,-0.25302247717927534,0.13557060347548333,-0.436033771374293,-0.6891058741387454,-0.18033724130849532,-0.7177133182501785,0.16649390276236378,-0.2221929703454828,-0.39782104680641345,-0.30662076295955254,blues
-0.7019047531369969,-0.9013198299995597,-0.7114792725106144,-0.7332469072277766,0.06597095010152998,-0.14501846668571305,-0.586958877617878,-0.54200708936508,-0.625423739317431,-0.41862055401709486,0.558161709372637,-0.435751116970733,-0.057921882768853294,0.0068162104853144445,0.0670288100068488,-0.3271813830312399,-0.4576547462657079,-0.4205628914229478,0.09667079578280624,-0.37463949855101575,-0.7535861588479005,-0.4773966033710866,0.06805527849650071,-0.2616919162911313,-0.1394524921025806,-0.33156873744474247,-0.2908246408858842,-0.3789597736847725,-0.3150845611533369,-0.9008184687851469,-0.18814798252838788,-0.7027197488797793,-0.22139735564514096,-0.6050310904919574,-0.35357479030439537,-0.7596468703940467,blues
-0.5756331531995987,-0.6670864331627367,-0.4974136890814793,-0.3416257593575005,0.4325272874817845,0.07044501463028352,-0.5318631240668978,-0.39230495528666565,-0.39340980782221224,-0.20822164441701152,0.08934820860210557,0.32997032541634685,-0.28764248764407313,0.010776243390270945,0.19730662810873978,0.06882441654185723,0.1595261066658728,1.0,-0.05975473831916957,0.27759995635902457,-0.6131631378571719,0.342609812265132,-0.05288096567064533,-0.0839139174173269,-0.13119297495303683,-0.1661529716069583,-0.682792942819321,0.4665788249915723,-0.22164887951554313,-0.5526219183077095,-0.03855732288249733,-0.6805047869657851,-0.010023584895120063,-0.5116834006287134,-0.6004419030043167,-0.4908249321503365,blues
-0.6856466862450863,-0.886927579882853,-0.5524239465732804,-0.7311963577051404,0.08883089825111012,0.07998569805270295,-0.36461138474699384,-0.6874185951475337,-0.4217313973017023,-0.5410153542970526,0.31651216467457477,-0.6848115599628423,-0.21142067983587648,-0.3972563233131974,0.22498834105334242,-0.3695819002521329,0.01678167885867747,-0.18712789104547856,0.4095114422725513,-0.324387715082046,-0.8132222682411844,0.12745830663996394,0.4973447254114618,0.1199541466945584,-0.37776035951789866,0.3223567039958537,-0.3756696904607059,0.45348591010694195,-0.07403512720396385,-0.5294501353782238,-0.3172256754495596,-0.7282294709914255,0.1850425506070054,-0.17226653560835703,-0.4454821936434836,-0.6097863499268382,blues
-0.5678447474291818,-0.6883929950209469,-0.3865849088278116,-0.5162436049755886,0.21032671386321988,0.5823307330375087,-0.16279381083626276,-0.5167330084809884,-0.2195016143925731,-0.28588397563851475,0.13461590143328794,-0.42780779539115765,-0.06156811198025394,-0.45989786131499166,0.36321266147293263,-0.4330313558379443,-0.1398151831600545,-0.49104487261512,0.39689727080845294,-0.1821037709782054,-0.7082800649612895,-0.6274502126506146,0.5700866602058273,-0.280776567458187,-0.308301381661351,-0.7828718470723458,0.4548252524373997,-0.6197594332323187,-0.051751041208492665,-0.8344141017760303,0.2728485855256427,-0.7791145726482678,-0.35228982594445324,-0.6343004662689058,0.24210789677970201,-0.7228417816622117,blues
-0.4635758541008812,-0.6765889617510417,-0.3024180196040427,-0.4617188472351548,-0.0012277321909959227,0.2937228607829918,-0.1368785913012327,-0.5332499085877148,-0.12116310632680749,-0.3280901237030601,0.021450694006462268,-0.25706184245655783,0.012627877707491075,-0.2330737443270171,0.30253063245264433,-0.17023205609806902,-0.5004921399830595,-0.019856920065452366,0.35498434904491694,0.4491533406009758,-0.32342885726436765,0.006332989832421809,0.2801668110449474,-0.29018908948152,-0.33300637645580444,-0.4373309743469358,-0.11599015081069508,-0.19534343431446288,-0.21775954191684144,-0.6235583929999697,0.22286290391964358,-0.6501694374704002,0.1742724482163312,-0.6707049560192118,-0.2391034219315227,-0.34567955818482177,blues
